R_Abundance (%)	Reads	superfamily	phylum	class	order	family	genus	species
0.001	110	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium italicum
0.008	1354	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
0.027999999999999997	4796	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus kawachii
0.6970000000000001	117954	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
0.001	118	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps paspali
0.001	148	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps fusiformis
0.001	176	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia duttonii
1.4729999999999999	249252	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius
0.001	124	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus thermomutatus
0.001	96	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sojae
0.001	102	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicilliopsis	Penicilliopsis zonata
0.001	176	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Aciculosporium	Aciculosporium take
0.005	816	Eukaryota	-	Hyphochytriomycetes	-	Hyphochytriaceae	Hyphochytrium	Hyphochytrium catenoides
0.001	122	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba culbertsoni
0.006	970	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium peregrinum
0.006	1062	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella benthica
0.001	162	Eukaryota	-	Pelagophyceae	Pelagomonadales	-	Aureococcus	Aureococcus anophagefferens
0.002	320	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis
0.001	92	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	-	Candida	Candida psychrophila
0.001	174	Eukaryota	-	-	-	Reticulomyxidae	Reticulomyxa	Reticulomyxa filosa
0.002	386	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum
0.001	196	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia timonae
0.001	100	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium carneum
0.009000000000000001	1566	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali
0.001	90	Eukaryota	-	Litostomatea	Entodiniomorphida	Ophryoscolecidae	Entodinium	Entodinium caudatum
0.001	86	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax delafieldii
0.001	224	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria brunetti
0.001	144	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria necatrix
0.002	310	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria praecox
0.001	90	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces dobzhanskii
0.001	136	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces delphensis
0.001	98	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces bacillisporus
0.004	622	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] castellii
0.006	950	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas desiderata
0.001	140	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	[Candida] ethanolica
0.079	13306	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe necator
0.003	532	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium coyleae
0.001	232	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora teres
0.001	114	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	-	Xylophilus	Xylophilus ampelinus
0.002	392	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria dothidea
0.001	86	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia furfur
0.002	278	Eukaryota	-	Cryptophyta	Pyrenomonadales	Geminigeraceae	Guillardia	Guillardia theta
0.002	310	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces viciae-fabae
0.057999999999999996	9820	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
0.003	482	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora guilliermondii
0.002	306	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora osmophila
0.003	466	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora vineae
0.001	94	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus
0.001	108	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium nalgiovense
0.003	444	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis
0.001	168	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia aucupariae
0.004	600	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus oryzae
0.001	98	Eukaryota	Mucoromycota	-	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
0.001	236	Eukaryota	Mucoromycota	-	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
0.001	198	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba astronyxis
0.01	1650	Eukaryota	-	-	Longamoebia	Balamuthiidae	Balamuthia	Balamuthia mandrillaris
0.001	94	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia sapinea
0.001	182	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium paneum
0.001	190	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus
0.001	228	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sclerotiorum
0.001	86	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium paxilli
0.002	314	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Lonsdalea	Lonsdalea quercina
0.001	136	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Ceratocystis	Ceratocystis fagacearum
0.001	194	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces sp. E2
0.001	98	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella zoogloeoides
0.002	298	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa
0.001	136	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia obtusa
0.012	2060	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
0.002	414	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia slooffiae
0.001	94	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis
0.001	156	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia pachydermatis
0.001	156	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia borealis
0.003	488	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium gonderi
0.002	364	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe	Epichloe sylvatica
0.001	148	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum
0.003	492	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella ptyseos
0.001	154	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter lanceolatus
0.001	172	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia carpophila
0.039	6630	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihenstephanensis
0.001	206	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia	Myriosclerotinia curreyana
0.003	462	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans
0.008	1288	Eukaryota	Phaeophyceae	-	Laminariales	Laminariaceae	Saccharina	Saccharina japonica
0.001	110	Eukaryota	Mucoromycota	-	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella bertholletiae
0.003	506	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Cokeromyces	Cokeromyces recurvatus
0.001	172	Eukaryota	Mucoromycota	-	Mucorales	Cunninghamellaceae	Absidia	Absidia repens
0.001	158	Eukaryota	-	-	Diplonemida	-	Diplonema	Diplonema papillatum
0.001	128	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	-	Hortaea	Hortaea werneckii
0.002	320	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum
0.001	92	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Setosphaeria	Setosphaeria turcica
0.003	562	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia
0.001	128	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa lata
0.036000000000000004	6150	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Sarcocystidae	Hammondia	Hammondia hammondi
0.001	98	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Leptographium	Leptographium procerum
0.001	100	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida
0.001	192	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium wieringae
0.022000000000000002	3728	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus awamori
0.001	178	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa mali
0.001	98	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum nigrum
0.001	86	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia glacialis
0.001	102	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia	Myriosclerotinia duriaeana
0.001	102	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bombycis
0.001	214	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora musae
0.001	204	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces mikatae
0.001	114	Eukaryota	-	Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium insidiosum
0.001	96	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago hordei
0.001	190	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum falcatum
0.003	482	Eukaryota	-	Oomycetes	Peronosporales	-	Phytophthora	Phytophthora lateralis
0.002	274	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria polaris
0.001	114	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas indica
0.001	104	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ochraceoroseus
0.001	88	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sclerotiorum
0.001	248	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium polycephalum
0.001	108	Eukaryota	-	Oomycetes	Peronosporales	Peronosporaceae	Plasmopara	Plasmopara viticola
0.004	614	Eukaryota	-	Oomycetes	Peronosporales	Peronosporaceae	Pseudoperonospora	Pseudoperonospora cubensis
0.001	224	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium houstonense
0.001	174	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix insectorum
0.001	146	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus	Xenophilus azovorans
0.006999999999999999	1246	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens
0.001	244	Eukaryota	Ascomycota	Eurotiomycetes	Phaeomoniellales	-	Phaeomoniella	Phaeomoniella chlamydospora
0.001	118	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii
0.001	100	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium hominis
0.001	172	Eukaryota	-	Oomycetes	Peronosporales	-	Phytophthora	Phytophthora ramorum
0.001	130	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia cummidelens
0.001	90	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Byssoonygena	Byssoonygena ceratinophila
0.001	110	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum
0.001	88	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
0.001	118	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus	Inquilinus limosus
0.001	234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter cerevisiae
0.006999999999999999	1118	Eukaryota	-	-	-	Paramoebidae	Paramoeba	Paramoeba pemaquidensis
0.001	110	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygena	Onygena corvina
0.05	8470	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas prydzensis
0.001	218	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium lycopersici
0.001	210	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia multistriata
0.001	86	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago esculenta
0.011000000000000001	1880	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia insidiosa
0.001	130	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba mauritaniensis
0.001	182	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba divionensis
0.001	146	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas cervicalis
0.001	182	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia triticina
0.008	1368	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora opuntiae
0.004	604	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema flavescens
0.001	100	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	Sphaerulina populicola
0.001	102	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium psychraerophilum
0.002	344	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium muris
0.002	288	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
0.001	76	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	-	Enhydrobacter	Enhydrobacter aerosaccus
0.006	1098	Eukaryota	-	-	-	-	Bigelowiella	Bigelowiella natans
0.001	148	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces uvarum
0.001	118	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. JS42
0.004	620	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas lutea
0.001	184	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus italicus
0.001	112	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago vetiveriae
0.023	3920	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3
0.451	76280	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces sp. 'boulardii'
0.001	124	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella populi
0.006	936	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria fumosa
0.002	254	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	-	Chrysosporium	Chrysosporium queenslandicum
0.001	104	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter donghaensis
0.001	200	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus nakayamae
0.001	196	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] bracarensis
0.006	978	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis paeoniae
0.001	98	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia scrobiculata
0.001	122	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	Dechloromonas denitrificans
0.001	160	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia alkalitolerans
1.386	234592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. BTAi1
0.001	104	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus polychrous
0.005	850	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lentulus
0.001	126	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia faecis
0.009000000000000001	1460	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus uvarum
0.001	152	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus oeni
0.001	132	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium steckii
0.002	322	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus rambellii
0.005	862	Eukaryota	Phaeophyceae	-	Ectocarpales	Chordariaceae	Cladosiphon	Cladosiphon okamuranus
0.002	340	Eukaryota	Mucoromycota	-	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongata
0.005	868	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brasiliensis
0.001	166	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas otitidis
0.001	120	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia horiana
0.11199999999999999	18962	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae x Saccharomyces kudriavzevii
0.008	1384	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia arachidis
0.006	970	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Chrysoporthe	Chrysoporthe austroafricana
0.001	158	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides dorei
0.001	126	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Ceratocystis	Ceratocystis albifundus
0.001	94	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ceratocystiopsis	Ceratocystiopsis minuta
0.001	86	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
0.001	132	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium intermedium
0.002	376	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium polycarpum
0.001	202	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium deminutivum
0.002	296	Eukaryota	-	-	Dictyosteliida	-	Acytostelium	Acytostelium ellipticum
0.001	90	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter hoylei
0.001	150	Viruses	-	-	-	Baculoviridae	Betabaculovirus	Choristoneura occidentalis granulovirus
0.012	2066	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens
0.025	4314	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea thermotolerans
0.002	426	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus parafarraginis
0.001	104	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	-	Aquincola	Aquincola tertiaricarbonis
0.001	106	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gamsii
0.001	94	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium ginsengisoli
0.001	232	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium terrigena
0.001	246	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] nivariensis
0.004	636	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia seriata
0.003	460	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas puraquae
0.001	170	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	-	Roseateles	Roseateles terrae
0.001	244	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	-	Roseateles	Roseateles aquatilis
0.002	336	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium setense
0.003	522	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp. 5_U_42AFAA
0.002	280	Eukaryota	-	-	Oxymonadida	Polymastigidae	Monocercomonoides	Monocercomonoides sp. PA203
0.001	88	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium fuscoglaucum
0.001	138	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium ravenspurgense
0.001	176	Eukaryota	Mucoromycota	-	Mucorales	Cunninghamellaceae	Gongronella	Gongronella sp. w5
0.001	120	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter	Paeniglutamicibacter antarcticus
0.001	92	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Marssonina	Marssonina coronariae
0.006	1076	Eukaryota	Chromerida	-	-	-	Chromera	Chromera velia
0.001	112	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax hongdengensis
0.006	982	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora pinitorqua
0.001	108	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia niastensis
0.001	86	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Bavariicoccus	Bavariicoccus seileri
0.001	110	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas benzenivorans
0.023	3922	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter glycinis
0.001	156	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
