R_Abundance (%)	Reads	superfamily	phylum	class	order	family	genus	species
0.006	962	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica rapa
0.01	1702	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica oleracea
0.003	564	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Capsella	Capsella bursa-pastoris
0.012	2028	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
0.012	1954	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium irio
0.019	3158	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Fragaria	Fragaria x ananassa
0.013999999999999999	2406	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Prunus	Prunus persica
0.018000000000000002	3078	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Rosa	Rosa x damascena
0.013000000000000001	2250	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cajanus	Cajanus cajan
0.017	2918	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cicer	Cicer arietinum
0.004	634	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine max
0.006999999999999999	1184	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine soja
0.005	890	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Lupinus	Lupinus angustifolius
0.021	3608	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Medicago	Medicago truncatula
0.003	510	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Trifolium	Trifolium subterraneum
0.001	214	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vicia	Vicia faba
0.006999999999999999	1114	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna angularis
0.006999999999999999	1202	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna unguiculata
0.03	5036	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Hevea	Hevea brasiliensis
0.004	636	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Manihot	Manihot esculenta
0.006	1044	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Ricinus	Ricinus communis
0.003	474	Eukaryota	Streptophyta	-	Malpighiales	Linaceae	Linum	Linum usitatissimum
0.012	1964	Eukaryota	Streptophyta	-	Apiales	Apiaceae	Daucus	Daucus carota
0.01	1664	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum lycopersicum
0.024	4120	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum pimpinellifolium
0.001	160	Eukaryota	-	Oomycetes	Peronosporales	-	Phytophthora	Phytophthora infestans
0.001	190	Eukaryota	-	Oomycetes	Lagenidiales	Lagenidiaceae	Lagenidium	Lagenidium giganteum
0.002	274	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Mucor	Mucor racemosus
0.004	742	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus stolonifer
0.001	180	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
0.001	148	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
0.001	200	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus
0.002	334	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea waltii
0.001	100	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus
0.006	980	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii
0.001	122	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces bayanus
24.613	4165284	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
0.026000000000000002	4448	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii
0.002	254	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis
0.001	94	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe	Epichloe uncinata
0.004	672	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus
0.003	488	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus
0.001	202	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
0.111	18762	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
0.281	47564	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
0.001	130	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium griseofulvum
0.002	384	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium roqueforti
0.001	202	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
0.001	112	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis
0.003	438	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] glabrata
0.27	45644	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
0.016	2666	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
0.001	86	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Leishmania	Leishmania braziliensis
0.001	96	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi
0.001	110	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba polyphaga
0.001	220	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium purpureum
0.034	5710	Eukaryota	-	-	Physariida	Physaraceae	Physarum	Physarum polycephalum
0.001	158	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria acervulina
0.001	120	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria tenella
0.001	160	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria maxima
0.004	752	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii
0.001	150	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium brasilianum
0.001	114	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium reichenowi
0.001	216	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax
0.001	114	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium yoelii
0.001	142	Eukaryota	-	Oligohymenophorea	Hymenostomatida	-	Ichthyophthirius	Ichthyophthirius multifiliis
0.004	710	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra vulgaris
0.001	202	Eukaryota	Cnidaria	Anthozoa	Pennatulacea	Renillidae	Renilla	Renilla reniformis
0.002	350	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Dugesia	Dugesia japonica
0.004	596	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Girardia	Girardia tigrina
0.001	206	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma japonicum
0.001	100	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma mansoni
0.001	96	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma haematobium
0.001	132	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma curassoni
0.002	318	Eukaryota	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciola	Fasciola hepatica
0.001	112	Eukaryota	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	Opisthorchis	Opisthorchis viverrini
0.001	248	Eukaryota	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	Taenia solium
0.001	200	Eukaryota	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	Taenia saginata
0.003	520	Eukaryota	Nematoda	Chromadorea	Rhabditida	Panagrolaimidae	Panagrellus	Panagrellus redivivus
0.003	508	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis briggsae
0.001	180	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Ascaris	Ascaris lumbricoides
0.001	246	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Ascaris	Ascaris suum
0.001	142	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Parascaris	Parascaris equorum
0.002	374	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Parascaris	Parascaris univalens
0.001	144	Eukaryota	Nematoda	Chromadorea	Ascaridida	Toxocaridae	Toxocara	Toxocara canis
0.001	128	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia malayi
0.002	286	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia pahangi
0.002	394	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Onchocerca	Onchocerca volvulus
0.004	600	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Dirofilaria	Dirofilaria immitis
0.002	408	Eukaryota	Nematoda	Chromadorea	Rhabditida	Haemonchidae	Haemonchus	Haemonchus contortus
0.008	1324	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Wuchereria	Wuchereria bancrofti
0.001	132	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne incognita
0.005	890	Eukaryota	Nematoda	Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	Angiostrongylus cantonensis
0.001	152	Eukaryota	Nematoda	Chromadorea	Tylenchida	Aphelenchoididae	Bursaphelenchus	Bursaphelenchus xylophilus
0.001	164	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella spiralis
0.005	866	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella nativa
0.001	114	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella pseudospiralis
0.002	418	Eukaryota	Nematoda	Chromadorea	Rhabditida	Heligmosomatidae	Heligmosomoides	Heligmosomoides polygyrus
0.012	2078	Eukaryota	Annelida	Clitellata	Haplotaxida	Lumbricidae	Eisenia	Eisenia fetida
0.009000000000000001	1544	Eukaryota	Annelida	Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella	Helobdella robusta
0.067	11394	Eukaryota	Mollusca	Gastropoda	-	Aplysiidae	Aplysia	Aplysia californica
0.01	1662	Eukaryota	Mollusca	Gastropoda	-	Lymnaeidae	Lymnaea	Lymnaea stagnalis
0.01	1634	Eukaryota	Mollusca	Gastropoda	-	Planorbidae	Biomphalaria	Biomphalaria glabrata
0.004	670	Eukaryota	Mollusca	Bivalvia	Pectinoida	Pectinidae	Mizuhopecten	Mizuhopecten yessoensis
0.003	468	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex
0.153	25816	Eukaryota	Arthropoda	Malacostraca	Decapoda	Penaeidae	Penaeus	Penaeus monodon
0.006	1024	Eukaryota	Arthropoda	Merostomata	Xiphosura	Limulidae	Limulus	Limulus polyphemus
0.01	1678	Eukaryota	Arthropoda	Arachnida	Araneae	Nephilidae	Nephila	Nephila clavipes
0.008	1366	Eukaryota	Arthropoda	Arachnida	Araneae	Sicariidae	Loxosceles	Loxosceles reclusa
0.008	1288	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus microplus
0.01	1754	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	Ixodes scapularis
0.002	322	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides farinae
0.001	244	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus
0.001	250	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Euroglyphus	Euroglyphus maynei
0.009000000000000001	1530	Eukaryota	Arthropoda	Insecta	Blattodea	Ectobiidae	Blattella	Blattella germanica
0.043	7354	Eukaryota	Arthropoda	Insecta	Orthoptera	Acrididae	Locusta	Locusta migratoria
3.187	539408	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
0.002	342	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces custersianus
0.006999999999999999	1142	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces naardenensis
0.015	2586	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces paradoxus
0.059000000000000004	10020	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces pastorianus
0.001	252	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania servazzii
0.031	5198	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
0.001	130	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia sorghi
0.006	932	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
0.005	794	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba palestinensis
0.001	168	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis
0.001	90	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii
0.001	120	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii
0.008	1282	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio metschnikovii
0.001	228	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter xylinus
0.002	274	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
0.001	130	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces stipitatus
0.001	96	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces wortmannii
0.001	94	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba lenticulata
0.002	348	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis
0.038000000000000006	6494	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas savastanoi
0.005	902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium elkanii
0.001	210	Bacteria	Spirochaetes	Spirochaetia	-	Leptospiraceae	Leptospira	Leptospira wolbachii
8.761000000000001	1482542	Eukaryota	Streptophyta	-	Vitales	Vitaceae	Vitis	Vitis vinifera
0.027000000000000003	4624	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora uvarum
0.001	218	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola
0.009000000000000001	1470	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas viridiflava
0.001	134	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
0.001	126	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium casei
0.001	146	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus collinoides
0.006	1042	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus
0.001	100	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
0.002	276	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton violaceum
0.003	558	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
0.001	106	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe	Epichloe festucae
0.001	130	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
0.001	90	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Vanderwaltozyma	Vanderwaltozyma polyspora
0.003	562	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe pisi
0.006	984	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium ovale
0.001	88	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	Gaeumannomyces tritici
0.001	100	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces elongisporus
0.001	132	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brevicatena
0.001	258	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces anomalus
0.001	214	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces marneffei
0.001	98	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia maris
0.001	148	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium accolens
0.001	128	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudogenitalium
0.001	102	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium tuberculostearicum
0.001	132	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia fructicola
0.001	116	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia homoeocarpa
0.002	410	Eukaryota	Ascomycota	-	-	-	Sclerotium	Sclerotium cepivorum
0.001	112	Eukaryota	-	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum minimum
0.001	222	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ramulus
0.001	196	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii
0.001	250	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Cryphonectria	Cryphonectria radicalis
