R_Abundance (%)	Reads	superfamily	phylum	class	order	family	genus	species
0.006	726	Eukaryota	Streptophyta	-	Caryophyllales	Caryophyllaceae	Dianthus	Dianthus caryophyllus
0.408	49566	Eukaryota	Streptophyta	-	Vitales	Vitaceae	Vitis	Vitis aestivalis
0.006999999999999999	876	Eukaryota	Streptophyta	-	Caryophyllales	Polygonaceae	Fagopyrum	Fagopyrum esculentum
0.016	1920	Eukaryota	Streptophyta	-	Ericales	Actinidiaceae	Actinidia	Actinidia chinensis
0.003	362	Eukaryota	Streptophyta	-	Malvales	Malvaceae	Theobroma	Theobroma cacao
0.009000000000000001	1102	Eukaryota	Streptophyta	-	Brassicales	Caricaceae	Carica	Carica papaya
0.004	436	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis melo
0.001	182	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis sativus
0.006	752	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Lagenaria	Lagenaria siceraria
0.006999999999999999	814	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Momordica	Momordica charantia
0.005	658	Eukaryota	Streptophyta	-	Malpighiales	Salicaceae	Populus	Populus trichocarpa
0.001	164	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana
0.005	602	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica juncea
0.005	556	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica napus
0.006999999999999999	834	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica nigra
0.004	544	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica rapa
0.008	950	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica oleracea
0.002	238	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Capsella	Capsella bursa-pastoris
0.006	786	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
0.002	256	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium irio
0.016	1924	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Fragaria	Fragaria x ananassa
0.009000000000000001	1032	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Prunus	Prunus persica
0.006999999999999999	886	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Rosa	Rosa x damascena
0.009000000000000001	1136	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cajanus	Cajanus cajan
0.009000000000000001	1072	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cicer	Cicer arietinum
0.005	606	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine soja
0.006999999999999999	794	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Lupinus	Lupinus angustifolius
0.027000000000000003	3268	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Medicago	Medicago truncatula
0.002	282	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Trifolium	Trifolium subterraneum
0.002	290	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vicia	Vicia faba
0.004	504	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna angularis
0.005	646	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna unguiculata
0.006999999999999999	874	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Hevea	Hevea brasiliensis
0.004	530	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Manihot	Manihot esculenta
0.008	976	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Ricinus	Ricinus communis
0.002	214	Eukaryota	Streptophyta	-	Malpighiales	Linaceae	Linum	Linum usitatissimum
0.008	926	Eukaryota	Streptophyta	-	Apiales	Apiaceae	Daucus	Daucus carota
0.01	1228	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum lycopersicum
0.022000000000000002	2664	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum pimpinellifolium
0.001	152	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Mucor	Mucor racemosus
0.015	1802	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus stolonifer
0.001	78	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
0.001	64	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
0.001	128	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus
0.003	378	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea waltii
0.001	66	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus
0.006999999999999999	848	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii
29.183000000000003	3542034	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
0.01	1222	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii
0.001	88	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis
0.001	150	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus
0.001	62	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus
0.028	3396	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
0.095	11496	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
0.002	242	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium roqueforti
0.001	116	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
0.004	434	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] glabrata
0.001	66	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
0.3	36456	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
0.025	3006	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
0.001	66	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Strigomonas	Strigomonas oncopelti
0.001	86	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Leptomonas	Leptomonas seymouri
0.002	208	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium purpureum
0.008	980	Eukaryota	-	-	Physariida	Physaraceae	Physarum	Physarum polycephalum
0.001	136	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria acervulina
0.001	104	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria maxima
0.004	488	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii
0.001	86	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium brasilianum
0.001	124	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium reichenowi
0.001	142	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax
0.001	64	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium yoelii
0.002	254	Eukaryota	-	Oligohymenophorea	Hymenostomatida	-	Ichthyophthirius	Ichthyophthirius multifiliis
0.005	642	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra vulgaris
0.001	140	Eukaryota	Cnidaria	Anthozoa	Pennatulacea	Renillidae	Renilla	Renilla reniformis
0.003	414	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Dugesia	Dugesia japonica
0.005	608	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Girardia	Girardia tigrina
0.001	146	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma japonicum
0.001	88	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma mansoni
0.001	108	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma curassoni
0.001	134	Eukaryota	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciola	Fasciola hepatica
0.001	64	Eukaryota	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	Opisthorchis	Opisthorchis viverrini
0.002	252	Eukaryota	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	Taenia solium
0.001	132	Eukaryota	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	Taenia saginata
0.001	106	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Ascaris	Ascaris suum
0.001	94	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Parascaris	Parascaris equorum
0.001	152	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Parascaris	Parascaris univalens
0.001	62	Eukaryota	Nematoda	Chromadorea	Ascaridida	Toxocaridae	Toxocara	Toxocara canis
0.001	86	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia malayi
0.001	66	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia pahangi
0.001	180	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Onchocerca	Onchocerca volvulus
0.002	224	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Dirofilaria	Dirofilaria immitis
0.001	162	Eukaryota	Nematoda	Chromadorea	Rhabditida	Haemonchidae	Haemonchus	Haemonchus contortus
0.006	736	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Wuchereria	Wuchereria bancrofti
0.001	64	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne arenaria
0.001	130	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne incognita
0.003	414	Eukaryota	Nematoda	Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	Angiostrongylus cantonensis
0.001	172	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella spiralis
0.009000000000000001	1128	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella nativa
0.001	110	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella nelsoni
0.001	172	Eukaryota	Nematoda	Chromadorea	Rhabditida	Heligmosomatidae	Heligmosomoides	Heligmosomoides polygyrus
0.01	1190	Eukaryota	Annelida	Clitellata	Haplotaxida	Lumbricidae	Eisenia	Eisenia fetida
0.005	604	Eukaryota	Annelida	Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella	Helobdella robusta
0.019	2248	Eukaryota	Mollusca	Gastropoda	-	Aplysiidae	Aplysia	Aplysia californica
0.004	538	Eukaryota	Mollusca	Gastropoda	-	Lymnaeidae	Lymnaea	Lymnaea stagnalis
0.005	548	Eukaryota	Mollusca	Gastropoda	-	Planorbidae	Biomphalaria	Biomphalaria glabrata
0.002	280	Eukaryota	Mollusca	Bivalvia	Pectinoida	Pectinidae	Mizuhopecten	Mizuhopecten yessoensis
0.004	452	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex
0.044000000000000004	5364	Eukaryota	Arthropoda	Malacostraca	Decapoda	Penaeidae	Penaeus	Penaeus monodon
0.004	478	Eukaryota	Arthropoda	Merostomata	Xiphosura	Limulidae	Limulus	Limulus polyphemus
0.008	974	Eukaryota	Arthropoda	Arachnida	Araneae	Nephilidae	Nephila	Nephila clavipes
0.006999999999999999	876	Eukaryota	Arthropoda	Arachnida	Araneae	Sicariidae	Loxosceles	Loxosceles reclusa
0.005	560	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus microplus
0.006	782	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	Ixodes scapularis
0.001	110	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides farinae
0.001	90	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus
0.002	222	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Euroglyphus	Euroglyphus maynei
0.006	704	Eukaryota	Arthropoda	Insecta	Blattodea	Ectobiidae	Blattella	Blattella germanica
0.019	2264	Eukaryota	Arthropoda	Insecta	Orthoptera	Acrididae	Locusta	Locusta migratoria
2.39	290052	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
0.002	286	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces custersianus
0.003	364	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces naardenensis
0.001	74	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora nodorum
0.017	2062	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces paradoxus
0.067	8124	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces pastorianus
0.001	176	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania servazzii
0.023	2768	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
0.008	964	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
0.002	250	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba palestinensis
0.008	934	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio metschnikovii
0.001	144	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
0.001	82	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces islandicus
0.001	72	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria brassicicola
0.001	96	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis
0.030999999999999996	3658	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas savastanoi
0.003	304	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium elkanii
0.001	78	Bacteria	Spirochaetes	Spirochaetia	-	Leptospiraceae	Leptospira	Leptospira wolbachii
14.46	1755012	Eukaryota	Streptophyta	-	Vitales	Vitaceae	Vitis	Vitis vinifera
0.057	6948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora uvarum
0.024	2892	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas viridiflava
0.001	68	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium casei
0.001	100	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus collinoides
0.01	1264	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus
0.001	90	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina populina
0.001	98	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
0.004	534	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
0.001	64	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe	Epichloe festucae
0.001	64	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
0.006999999999999999	902	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe pisi
0.005	598	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium ovale
0.001	82	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brevicatena
0.002	202	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces anomalus
0.001	94	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia maris
0.001	68	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia fructicola
0.001	68	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia homoeocarpa
0.002	232	Eukaryota	Ascomycota	-	-	-	Sclerotium	Sclerotium cepivorum
0.001	62	Eukaryota	-	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum minimum
0.001	148	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ramulus
0.008	1030	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus kawachii
0.001	96	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum
0.656	79614	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
0.001	68	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps fusiformis
0.1	12094	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius
0.001	108	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Aciculosporium	Aciculosporium take
0.001	140	Eukaryota	-	Hyphochytriomycetes	-	Hyphochytriaceae	Hyphochytrium	Hyphochytrium catenoides
0.011000000000000001	1284	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella benthica
0.002	208	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis
0.002	286	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium discoideum
0.001	74	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides
0.001	160	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	-	Candida	Candida psychrophila
0.001	110	Eukaryota	-	-	-	Reticulomyxidae	Reticulomyxa	Reticulomyxa filosa
0.003	366	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum
0.001	64	Eukaryota	-	Litostomatea	Entodiniomorphida	Ophryoscolecidae	Entodinium	Entodinium caudatum
0.001	174	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria brunetti
0.001	112	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria necatrix
0.002	196	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria praecox
0.001	90	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces dobzhanskii
0.001	146	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces delphensis
0.001	76	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces bacillisporus
0.006	734	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] castellii
0.009000000000000001	1122	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas desiderata
0.001	74	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	[Candida] ethanolica
0.312	37842	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe necator
0.001	142	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora teres
0.005	578	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria dothidea
0.001	72	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia furfur
0.001	84	Eukaryota	-	Cryptophyta	Pyrenomonadales	Geminigeraceae	Guillardia	Guillardia theta
0.002	218	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces viciae-fabae
0.062	7502	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
0.005	616	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora guilliermondii
0.002	236	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora osmophila
0.003	354	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora vineae
0.001	70	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus
0.001	72	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea dispersa
0.001	110	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia aucupariae
0.033	3982	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus oryzae
0.001	106	Eukaryota	Mucoromycota	-	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
0.001	180	Eukaryota	-	-	Longamoebia	Balamuthiidae	Balamuthia	Balamuthia mandrillaris
0.001	66	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia sapinea
