R_Abundance (%)	Reads	superfamily	phylum	class	order	family	genus	species
0.013999999999999999	3618	Eukaryota	Streptophyta	-	Brassicales	Caricaceae	Carica	Carica papaya
0.009000000000000001	2240	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis melo
0.005	1220	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis sativus
0.003	868	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Lagenaria	Lagenaria siceraria
0.021	5512	Eukaryota	Streptophyta	-	Cucurbitales	Cucurbitaceae	Momordica	Momordica charantia
0.02	5230	Eukaryota	Streptophyta	-	Malpighiales	Salicaceae	Populus	Populus trichocarpa
0.004	960	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana
0.011000000000000001	2854	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica juncea
0.011000000000000001	2908	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica napus
0.009000000000000001	2314	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica nigra
0.004	1082	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica rapa
0.008	1990	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Brassica	Brassica oleracea
0.005	1232	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Capsella	Capsella bursa-pastoris
0.011000000000000001	2830	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
0.009000000000000001	2404	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium irio
0.024	6234	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Fragaria	Fragaria x ananassa
0.02	5256	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Prunus	Prunus persica
0.026000000000000002	6694	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Rosa	Rosa x damascena
0.022000000000000002	5744	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cajanus	Cajanus cajan
0.019	4984	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cicer	Cicer arietinum
0.013999999999999999	3536	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine max
0.015	3796	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine soja
0.019	4894	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Lupinus	Lupinus angustifolius
0.013999999999999999	3650	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Medicago	Medicago truncatula
0.009000000000000001	2334	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Trifolium	Trifolium subterraneum
0.006	1480	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vicia	Vicia faba
0.01	2490	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna angularis
0.005	1234	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna unguiculata
0.019	4810	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Hevea	Hevea brasiliensis
0.017	4268	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Manihot	Manihot esculenta
0.027999999999999997	7142	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Ricinus	Ricinus communis
0.006	1624	Eukaryota	Streptophyta	-	Malpighiales	Linaceae	Linum	Linum usitatissimum
0.013999999999999999	3662	Eukaryota	Streptophyta	-	Apiales	Apiaceae	Daucus	Daucus carota
0.025	6412	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum lycopersicum
0.012	3034	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum pimpinellifolium
0.001	258	Eukaryota	-	Oomycetes	Peronosporales	Peronosporaceae	Plasmopara	Plasmopara halstedii
0.001	204	Eukaryota	-	Oomycetes	Peronosporales	-	Phytophthora	Phytophthora infestans
0.001	324	Eukaryota	Mucoromycota	-	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus
0.001	254	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Mucor	Mucor racemosus
0.036000000000000004	9402	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus stolonifer
0.001	268	Eukaryota	Mucoromycota	-	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella elegans
0.005	1398	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
0.002	470	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
0.001	132	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Pachysolen	Pachysolen tannophilus
0.344	89006	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
0.004	1106	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii
0.001	164	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria maculans
0.002	470	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus
0.001	230	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus
0.038	9752	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
0.24600000000000002	63484	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
0.001	148	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citrinum
0.002	512	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
0.001	136	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta rabiei
0.001	222	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
0.297	76676	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
0.081	20916	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
0.001	214	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi
0.001	166	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Endotrypanum	Endotrypanum monterogeii
0.003	738	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium purpureum
0.018000000000000002	4524	Eukaryota	-	-	Physariida	Physaraceae	Physarum	Physarum polycephalum
0.001	240	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria acervulina
0.001	198	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria tenella
0.001	330	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria maxima
0.001	272	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium brasilianum
0.002	448	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum
0.002	408	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium reichenowi
0.001	130	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium malariae
0.001	176	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium yoelii
0.001	250	Eukaryota	-	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena elliotti
0.002	398	Eukaryota	-	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena malaccensis
0.002	434	Eukaryota	-	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
0.004	1090	Eukaryota	-	Oligohymenophorea	Hymenostomatida	-	Ichthyophthirius	Ichthyophthirius multifiliis
0.009000000000000001	2396	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra vulgaris
0.003	738	Eukaryota	Cnidaria	Anthozoa	Pennatulacea	Renillidae	Renilla	Renilla reniformis
0.008	1984	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Dugesia	Dugesia japonica
0.008	2142	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Girardia	Girardia tigrina
0.001	268	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma japonicum
0.001	218	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma mansoni
0.001	166	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma haematobium
0.001	144	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma curassoni
0.001	160	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma rodhaini
0.002	612	Eukaryota	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciola	Fasciola hepatica
0.001	304	Eukaryota	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	Taenia solium
0.002	490	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis briggsae
0.001	248	Eukaryota	Nematoda	Chromadorea	Rhabditida	Strongyloididae	Strongyloides	Strongyloides stercoralis
0.001	284	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Ascaris	Ascaris lumbricoides
0.001	218	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Ascaris	Ascaris suum
0.002	524	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Parascaris	Parascaris univalens
0.001	150	Eukaryota	Nematoda	Chromadorea	Ascaridida	Toxocaridae	Toxocara	Toxocara canis
0.001	280	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia malayi
0.002	406	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia pahangi
0.001	296	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Onchocerca	Onchocerca volvulus
0.003	656	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Dirofilaria	Dirofilaria immitis
0.001	186	Eukaryota	Nematoda	Chromadorea	Rhabditida	Haemonchidae	Haemonchus	Haemonchus contortus
0.001	138	Eukaryota	Nematoda	Chromadorea	Rhabditida	Haemonchidae	Haemonchus	Haemonchus placei
0.002	462	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Wuchereria	Wuchereria bancrofti
0.002	456	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne javanica
0.002	398	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne arenaria
0.002	468	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne hapla
0.002	462	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne incognita
0.003	884	Eukaryota	Nematoda	Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	Angiostrongylus cantonensis
0.001	266	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella spiralis
0.001	132	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella nativa
0.002	598	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella nelsoni
0.001	202	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella pseudospiralis
0.002	490	Eukaryota	Nematoda	Chromadorea	Rhabditida	Heligmosomatidae	Heligmosomoides	Heligmosomoides polygyrus
0.006999999999999999	1712	Eukaryota	Annelida	Clitellata	Haplotaxida	Lumbricidae	Eisenia	Eisenia fetida
0.008	2180	Eukaryota	Annelida	Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella	Helobdella robusta
0.012	2978	Eukaryota	Mollusca	Gastropoda	-	Aplysiidae	Aplysia	Aplysia californica
0.006999999999999999	1824	Eukaryota	Mollusca	Gastropoda	-	Lymnaeidae	Lymnaea	Lymnaea stagnalis
0.008	2166	Eukaryota	Mollusca	Gastropoda	-	Planorbidae	Biomphalaria	Biomphalaria glabrata
0.002	574	Eukaryota	Mollusca	Bivalvia	Pectinoida	Pectinidae	Mizuhopecten	Mizuhopecten yessoensis
0.004	968	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex
0.081	20892	Eukaryota	Arthropoda	Malacostraca	Decapoda	Penaeidae	Penaeus	Penaeus monodon
0.005	1230	Eukaryota	Arthropoda	Merostomata	Xiphosura	Limulidae	Limulus	Limulus polyphemus
0.012	3042	Eukaryota	Arthropoda	Arachnida	Araneae	Nephilidae	Nephila	Nephila clavipes
0.005	1278	Eukaryota	Arthropoda	Arachnida	Araneae	Sicariidae	Loxosceles	Loxosceles reclusa
0.005	1326	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus microplus
0.006	1446	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	Ixodes scapularis
0.002	562	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides farinae
0.002	406	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus
0.001	322	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Euroglyphus	Euroglyphus maynei
0.011000000000000001	2946	Eukaryota	Arthropoda	Insecta	Blattodea	Ectobiidae	Blattella	Blattella germanica
0.025	6484	Eukaryota	Arthropoda	Insecta	Orthoptera	Acrididae	Locusta	Locusta migratoria
0.19399999999999998	50046	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
0.004	968	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces naardenensis
0.001	360	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora nodorum
0.001	228	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces pastorianus
0.044000000000000004	11480	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
0.026000000000000002	6678	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
0.001	170	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Cronartiaceae	Cronartium	Cronartium ribicola
0.001	272	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba palestinensis
0.004	1086	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio metschnikovii
0.001	216	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
0.001	154	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces wortmannii
0.001	302	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria brassicicola
0.001	132	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba lenticulata
0.024	6182	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas savastanoi
37.913000000000004	9797542	Eukaryota	Streptophyta	-	Vitales	Vitaceae	Vitis	Vitis vinifera
0.003	716	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora uvarum
0.001	132	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora discreta
0.001	134	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola
0.012	3160	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas viridiflava
0.001	148	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus
0.001	212	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
0.006	1524	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe pisi
0.001	248	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium ovale
0.001	206	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces elongisporus
0.001	172	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia	Myriosclerotinia scirpicola
0.001	302	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia fructicola
0.001	162	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia homoeocarpa
0.002	512	Eukaryota	Ascomycota	-	-	-	Sclerotium	Sclerotium cepivorum
0.001	160	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens
0.001	260	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Cryphonectria	Cryphonectria radicalis
0.001	136	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium italicum
0.013000000000000001	3382	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus kawachii
1.011	261314	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
0.001	238	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps fusiformis
0.025	6516	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius
0.001	140	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Aciculosporium	Aciculosporium take
0.003	704	Eukaryota	-	Hyphochytriomycetes	-	Hyphochytriaceae	Hyphochytrium	Hyphochytrium catenoides
0.001	196	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba culbertsoni
0.003	652	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis
0.004	1076	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium discoideum
0.001	294	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana
0.001	164	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia theobromae
0.002	420	Eukaryota	-	-	-	Reticulomyxidae	Reticulomyxa	Reticulomyxa filosa
0.005	1318	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum
0.001	132	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas nitroreducens
0.001	228	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia timonae
0.005	1376	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali
0.002	546	Eukaryota	-	Litostomatea	Entodiniomorphida	Ophryoscolecidae	Entodinium	Entodinium caudatum
0.002	408	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria brunetti
0.001	216	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria necatrix
0.002	448	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria praecox
0.001	156	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas desiderata
0.327	84470	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe necator
0.003	828	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora teres
0.002	508	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria dothidea
0.001	296	Eukaryota	-	Cryptophyta	Pyrenomonadales	Geminigeraceae	Guillardia	Guillardia theta
0.004	1152	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces viciae-fabae
0.005	1246	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
0.003	670	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora guilliermondii
0.002	546	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora vineae
0.002	416	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia aucupariae
0.002	602	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus oryzae
0.002	408	Eukaryota	Mucoromycota	-	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
0.001	134	Eukaryota	-	-	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba astronyxis
0.005	1206	Eukaryota	-	-	Longamoebia	Balamuthiidae	Balamuthia	Balamuthia mandrillaris
0.001	378	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia sapinea
0.001	190	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Trypanosoma	Trypanosoma theileri
0.001	346	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium paneum
0.001	156	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium capsulatum
0.001	136	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium decumbens
0.001	146	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sclerotiorum
0.001	158	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium paxilli
0.001	166	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Ceratocystis	Ceratocystis fagacearum
0.001	170	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma herbarum
