R_Abundance (%)	Reads	superfamily	phylum	class	order	family	genus	species
0.002	790	Eukaryota	Streptophyta	-	Brassicales	Brassicaceae	Sisymbrium	Sisymbrium irio
0.006	2562	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Fragaria	Fragaria x ananassa
0.004	1918	Eukaryota	Streptophyta	-	Rosales	Rosaceae	Rosa	Rosa x damascena
0.01	4364	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cajanus	Cajanus cajan
0.008	3570	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cicer	Cicer arietinum
0.003	1478	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine max
0.003	1378	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine soja
0.005	2210	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Lupinus	Lupinus angustifolius
0.03	13678	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Medicago	Medicago truncatula
0.002	754	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Trifolium	Trifolium subterraneum
0.001	330	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vicia	Vicia faba
0.004	1830	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna angularis
0.001	636	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna unguiculata
0.005	2164	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Hevea	Hevea brasiliensis
0.005	2162	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Manihot	Manihot esculenta
0.004	2040	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Ricinus	Ricinus communis
0.001	372	Eukaryota	Streptophyta	-	Malpighiales	Linaceae	Linum	Linum usitatissimum
0.005	2416	Eukaryota	Streptophyta	-	Apiales	Apiaceae	Daucus	Daucus carota
0.006	2570	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum lycopersicum
0.013999999999999999	6166	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum pimpinellifolium
0.001	348	Eukaryota	Mucoromycota	-	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus
0.001	292	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Mucor	Mucor racemosus
0.006	2850	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus stolonifer
0.001	238	Eukaryota	Mucoromycota	-	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella elegans
0.001	430	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
0.001	234	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii
0.001	338	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
0.002	818	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus
0.004	1964	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea waltii
0.002	772	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
0.001	288	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus
0.01	4428	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii
53.285	24181124	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
0.034	15210	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii
0.001	228	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces bailii
0.001	564	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea fermentati
0.001	446	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces rouxii
0.002	846	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis
0.001	380	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus
0.029	13546	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
0.157	71304	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
0.001	418	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
0.002	762	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	[Candida] boidinii
0.005	2362	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] glabrata
0.001	230	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida tropicalis
0.098	44500	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
0.006999999999999999	3082	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
0.001	270	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi
0.003	1250	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium purpureum
0.005	2254	Eukaryota	-	-	Physariida	Physaraceae	Physarum	Physarum polycephalum
0.001	556	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria acervulina
0.001	616	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria maxima
0.001	322	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii
0.001	350	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium berghei
0.001	302	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium brasilianum
0.003	1204	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum
0.001	662	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium reichenowi
0.001	234	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium yoelii
0.001	380	Eukaryota	-	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena borealis
0.001	264	Eukaryota	-	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena malaccensis
0.006	2658	Eukaryota	-	Oligohymenophorea	Hymenostomatida	-	Ichthyophthirius	Ichthyophthirius multifiliis
0.009000000000000001	4062	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra vulgaris
0.001	410	Eukaryota	Cnidaria	Anthozoa	Pennatulacea	Renillidae	Renilla	Renilla reniformis
0.008	3670	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Dugesia	Dugesia japonica
0.01	4384	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Girardia	Girardia tigrina
0.001	474	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma japonicum
0.001	564	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma mansoni
0.001	310	Eukaryota	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma curassoni
0.001	494	Eukaryota	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciola	Fasciola hepatica
0.001	272	Eukaryota	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	Opisthorchis	Opisthorchis viverrini
0.002	1036	Eukaryota	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	Taenia solium
0.001	228	Eukaryota	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	Taenia saginata
0.021	9330	Eukaryota	Nematoda	Chromadorea	Rhabditida	Panagrolaimidae	Panagrellus	Panagrellus redivivus
0.001	518	Eukaryota	Nematoda	Chromadorea	Rhabditida	Strongyloididae	Strongyloides	Strongyloides stercoralis
0.001	282	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Ascaris	Ascaris lumbricoides
0.001	670	Eukaryota	Nematoda	Chromadorea	Ascaridida	Ascarididae	Parascaris	Parascaris univalens
0.001	244	Eukaryota	Nematoda	Chromadorea	Ascaridida	Toxocaridae	Toxocara	Toxocara canis
0.001	382	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia malayi
0.001	278	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Brugia	Brugia pahangi
0.002	726	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Onchocerca	Onchocerca volvulus
0.001	380	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Dirofilaria	Dirofilaria immitis
0.001	308	Eukaryota	Nematoda	Chromadorea	Rhabditida	Haemonchidae	Haemonchus	Haemonchus contortus
0.001	234	Eukaryota	Nematoda	Chromadorea	Rhabditida	Haemonchidae	Haemonchus	Haemonchus placei
0.001	532	Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Wuchereria	Wuchereria bancrofti
0.001	346	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne arenaria
0.001	422	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne incognita
0.004	1844	Eukaryota	Nematoda	Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	Angiostrongylus cantonensis
0.002	710	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella spiralis
0.018000000000000002	8314	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella nativa
0.001	268	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella pseudospiralis
0.001	604	Eukaryota	Nematoda	Chromadorea	Rhabditida	Heligmosomatidae	Heligmosomoides	Heligmosomoides polygyrus
0.005	2412	Eukaryota	Annelida	Clitellata	Haplotaxida	Lumbricidae	Eisenia	Eisenia fetida
0.005	2422	Eukaryota	Annelida	Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella	Helobdella robusta
0.015	6996	Eukaryota	Mollusca	Gastropoda	-	Aplysiidae	Aplysia	Aplysia californica
0.003	1236	Eukaryota	Mollusca	Gastropoda	-	Lymnaeidae	Lymnaea	Lymnaea stagnalis
0.005	2152	Eukaryota	Mollusca	Gastropoda	-	Planorbidae	Biomphalaria	Biomphalaria glabrata
0.002	924	Eukaryota	Mollusca	Bivalvia	Pectinoida	Pectinidae	Mizuhopecten	Mizuhopecten yessoensis
0.003	1578	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex
0.018000000000000002	8146	Eukaryota	Arthropoda	Malacostraca	Decapoda	Penaeidae	Penaeus	Penaeus monodon
0.005	2094	Eukaryota	Arthropoda	Merostomata	Xiphosura	Limulidae	Limulus	Limulus polyphemus
0.006999999999999999	2952	Eukaryota	Arthropoda	Arachnida	Araneae	Nephilidae	Nephila	Nephila clavipes
0.008	3680	Eukaryota	Arthropoda	Arachnida	Araneae	Sicariidae	Loxosceles	Loxosceles reclusa
0.003	1496	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus microplus
0.004	1940	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	Ixodes scapularis
0.001	436	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides farinae
0.001	316	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus
0.004	1616	Eukaryota	Arthropoda	Arachnida	Astigmata	Pyroglyphidae	Euroglyphus	Euroglyphus maynei
0.006999999999999999	2962	Eukaryota	Arthropoda	Insecta	Blattodea	Ectobiidae	Blattella	Blattella germanica
0.013999999999999999	6310	Eukaryota	Arthropoda	Insecta	Orthoptera	Acrididae	Locusta	Locusta migratoria
0.185	84078	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
0.003	1254	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces custersianus
0.004	1654	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces naardenensis
0.003	1354	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma castellii
0.002	942	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma dairenensis
0.022000000000000002	9776	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces paradoxus
0.11800000000000001	53410	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces pastorianus
0.002	974	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania servazzii
0.015	6636	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
0.004	1822	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
0.001	686	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus curvatus
0.002	1128	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii
0.02	8862	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio metschnikovii
0.001	632	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter xylinus
0.001	318	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces stipitatus
0.001	368	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces wortmannii
0.001	394	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces lactis
0.003	1754	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas savastanoi
3.952	1793398	Eukaryota	Streptophyta	-	Vitales	Vitaceae	Vitis	Vitis vinifera
0.057999999999999996	26156	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora uvarum
0.001	254	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides
0.001	284	Eukaryota	-	-	-	Entamoebidae	Entamoeba	Entamoeba invadens
0.001	502	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces aestuarii
0.001	588	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus collinoides
0.001	418	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc pseudomesenteroides
0.03	13824	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus
0.001	582	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina populina
0.001	614	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
0.008	3526	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
0.001	518	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe pisi
0.001	286	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium ovale
0.002	920	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces anomalus
0.001	332	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia fructicola
0.001	236	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia homoeocarpa
0.001	430	Eukaryota	Ascomycota	-	-	-	Sclerotium	Sclerotium cepivorum
0.003	1260	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii
0.003	1372	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
0.009000000000000001	3980	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus kawachii
0.379	171840	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
0.115	52252	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius
0.001	522	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Aciculosporium	Aciculosporium take
0.001	272	Eukaryota	-	-	Slopalinida	Proteromonadidae	Proteromonas	Proteromonas lacertae
0.033	15158	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella benthica
0.002	838	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis
0.004	1800	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium discoideum
0.002	976	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	-	Candida	Candida psychrophila
0.001	578	Eukaryota	-	-	-	Reticulomyxidae	Reticulomyxa	Reticulomyxa filosa
0.002	808	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum
0.001	238	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio gracilis
0.001	420	Eukaryota	-	Litostomatea	Entodiniomorphida	Ophryoscolecidae	Entodinium	Entodinium caudatum
0.002	832	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria brunetti
0.001	356	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria necatrix
0.002	1024	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria praecox
0.001	478	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces dobzhanskii
0.002	980	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces delphensis
0.001	392	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces wickerhamii
