R_Abundance (%)	Reads	superfamily	phylum	class	order	family	genus	species
0.006	1282	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Cicer	Cicer arietinum
0.004	876	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine max
0.003	720	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Glycine	Glycine soja
0.006	1210	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Lupinus	Lupinus angustifolius
0.003	670	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Medicago	Medicago truncatula
0.002	514	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Trifolium	Trifolium subterraneum
0.003	640	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vicia	Vicia faba
0.003	594	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna angularis
0.001	280	Eukaryota	Streptophyta	-	Fabales	Fabaceae	Vigna	Vigna unguiculata
0.004	746	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Hevea	Hevea brasiliensis
0.005	1018	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Manihot	Manihot esculenta
0.011000000000000001	2308	Eukaryota	Streptophyta	-	Malpighiales	Euphorbiaceae	Ricinus	Ricinus communis
0.003	660	Eukaryota	Streptophyta	-	Malpighiales	Linaceae	Linum	Linum usitatissimum
0.003	644	Eukaryota	Streptophyta	-	Apiales	Apiaceae	Daucus	Daucus carota
0.008	1578	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum lycopersicum
0.002	508	Eukaryota	Streptophyta	-	Solanales	Solanaceae	Solanum	Solanum pimpinellifolium
0.001	142	Eukaryota	-	Oomycetes	Peronosporales	Peronosporaceae	Plasmopara	Plasmopara halstedii
0.001	226	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
0.001	160	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea waltii
0.21100000000000002	43712	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
0.017	3602	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii
0.004	922	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
0.003	644	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
0.003	524	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
0.001	186	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium purpureum
0.002	472	Eukaryota	-	-	Physariida	Physaraceae	Physarum	Physarum polycephalum
0.002	330	Eukaryota	-	Oligohymenophorea	Hymenostomatida	-	Ichthyophthirius	Ichthyophthirius multifiliis
0.003	716	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra vulgaris
0.003	520	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Dugesia	Dugesia japonica
0.003	586	Eukaryota	Platyhelminthes	-	Tricladida	Dugesiidae	Girardia	Girardia tigrina
0.001	108	Eukaryota	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciola	Fasciola hepatica
0.001	144	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne javanica
0.001	120	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne arenaria
0.001	120	Eukaryota	Nematoda	Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	Meloidogyne hapla
0.001	148	Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella nelsoni
0.001	152	Eukaryota	Annelida	Clitellata	Haplotaxida	Lumbricidae	Eisenia	Eisenia fetida
0.001	298	Eukaryota	Annelida	Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella	Helobdella robusta
0.001	208	Eukaryota	Mollusca	Gastropoda	-	Aplysiidae	Aplysia	Aplysia californica
0.001	286	Eukaryota	Mollusca	Gastropoda	-	Lymnaeidae	Lymnaea	Lymnaea stagnalis
0.002	336	Eukaryota	Mollusca	Gastropoda	-	Planorbidae	Biomphalaria	Biomphalaria glabrata
0.001	110	Eukaryota	Mollusca	Bivalvia	Pectinoida	Pectinidae	Mizuhopecten	Mizuhopecten yessoensis
0.001	112	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex
0.01	2074	Eukaryota	Arthropoda	Malacostraca	Decapoda	Penaeidae	Penaeus	Penaeus monodon
0.001	192	Eukaryota	Arthropoda	Merostomata	Xiphosura	Limulidae	Limulus	Limulus polyphemus
0.003	564	Eukaryota	Arthropoda	Arachnida	Araneae	Nephilidae	Nephila	Nephila clavipes
0.001	248	Eukaryota	Arthropoda	Arachnida	Araneae	Sicariidae	Loxosceles	Loxosceles reclusa
0.001	264	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus microplus
0.001	218	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	Ixodes scapularis
0.004	794	Eukaryota	Arthropoda	Insecta	Blattodea	Ectobiidae	Blattella	Blattella germanica
0.006	1158	Eukaryota	Arthropoda	Insecta	Orthoptera	Acrididae	Locusta	Locusta migratoria
0.001	146	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
49.275	10167330	Eukaryota	Streptophyta	-	Vitales	Vitaceae	Vitis	Vitis vinifera
0.002	452	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora uvarum
0.001	130	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium barkeri
0.001	222	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe pisi
0.003	704	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
0.001	206	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius
0.001	134	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis
0.001	132	Eukaryota	Apicomplexa	Coccidia	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria praecox
0.059000000000000004	12206	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe necator
0.001	258	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces viciae-fabae
0.003	662	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora guilliermondii
0.005	952	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora osmophila
0.027000000000000003	5508	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora vineae
0.001	250	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces sp. E2
0.001	124	Eukaryota	Phaeophyceae	-	Laminariales	Laminariaceae	Saccharina	Saccharina japonica
0.001	134	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus incongruus
0.001	114	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Cokeromyces	Cokeromyces recurvatus
0.001	130	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa mali
0.001	168	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens
0.001	126	Eukaryota	-	-	-	Paramoebidae	Paramoeba	Paramoeba pemaquidensis
0.001	118	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia psidii
0.001	308	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora opuntiae
0.001	158	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
0.001	114	Eukaryota	-	-	-	-	Bigelowiella	Bigelowiella natans
0.004	822	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces sp. 'boulardii'
0.001	156	Eukaryota	-	Oligohymenophorea	Philasterida	Pseudocohnilembidae	Pseudocohnilembus	Pseudocohnilembus persalinus
0.001	150	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae x Saccharomyces kudriavzevii
0.002	460	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia arachidis
0.001	156	Eukaryota	-	-	Dictyosteliida	-	Dictyostelium	Dictyostelium intermedium
0.055	11248	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea thermotolerans
0.001	114	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	-	Roseateles	Roseateles terrae
0.001	134	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella sp. 1_1_55
0.001	106	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora pinitorqua
0.001	174	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
0.001	120	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas rubra
0.001	146	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Periglandula	Periglandula ipomoeae
0.001	144	Eukaryota	-	Spirotrichea	Sporadotrichida	Oxytrichidae	Oxytricha	Oxytricha trifallax
0.001	212	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium pininemorale
0.008	1576	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	Neocallimastix californiae
0.001	226	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces finnis
0.004	788	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces robustus
0.003	580	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida sp. LDI48194
0.003	680	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium sp. FSWF8-4
0.004	752	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces ruminatium
